"Sorry, no quotes are available for this order at this time.","Sorry, we unfortunately do not ship to your location."
"Nominal item can be purchased standalone only. To proceed please remove other items from the quote.","Please clear your shopping cart before proceeding. Subscription based products can only be purchased individually."
